Quality	#1 ID	#2 ID	#1 String	#2 String
0	759	75900007	in country does the river end originates in	name
1	2596	259600001	's producer is written by	producer
0	3198	319800005	is the location city of	distributor
1	2835	283500001	People of religion have been the members of parliament are from the	religion
1	1781	178100001	In state is located	state
1	993	99300001	are the creator has worked as a screenwriter	occupation
0	2720	272000004	an estimate number of races grandsired by the have raced in	mmff
0	270	27000007	is the headquarters of the is the section of	system
0	896	89600002	the participants of the	current season
0	3660	366000002	List all the notable work of the screen writer produced	last aired
1	3360	336000001	are the s music is given by	music
0	3689	368900006	List the birth city of the s of	organization
1	1253	125300002	is the owner of the original developer of	owner
0	3062	306200003	the tenants of the stadiums designed by	homepage
0	1841	184100007	are the s network's stockholder is	logo
0	514	51400004	writers worked on the album	from album
0	2203	220300004	do live	honorific suffix
0	2230	223000004	is the president of	imagesize
0	2791	279100005	are the hubs of PLUS Helicopter Services a highway helicopter unit of	industry
1	278	27800001	is the life stance of the s related to	religion
0	1239	123900002	rivers start at the	source place
0	1952	195200003	operates in places	chain
0	1372	137200007	all the places companies located in operate	alma mater
1	3881	388100001	's TV is related with	network
0	447	44700006	company owns	key person
1	98	9800001	is the province of	province
0	1701	170100006	university's graduates have worked in the	bgcolor
0	1000	100000006	are the airline hubs of	destinations
0	1059	105900007	is the citizenship of the lof the	birth year
0	673	67300005	List down the important people of	founding year
1	1549	154900001	is the area of the is official residence of the	area
0	3054	305400005		author
0	2105	210500003	are the s located in	tzdesc
0	3567	356700007	labels sign up artists	instruments
0	1648	164800006	Whihc state of is the location city of	image name
0	3549	354900007	founded the was won by	hometown
0	2685	268500005	the source location is region is	long s
0	3418	341800005	around the	type
0	3358	335800006	are the producers of the s has music by	music composer
0	3718	371800004	s editor is	name
0	1310	131000006	's resting place is in was succeeded by	foundation place
1	3300	330000001	organisation regulates controls the	tenant
0	3848	384800007	awards have been given to the of and	composer
0	2658	265800006	Does the start in the	country
0	826	82600003	are known to work for	needed
1	1207	120700002	In sects were the aristocrats included were buried in	major shrine
0	2963	296300007	a with actor as music by	music composer
1	3550	355000002	some of politicians in the	nominee
0	2392	239200002	are in the board of	alma mater
0	1240	124000005	For reasons have the ones born in died	dec record high c
0	188	18800006	For different teams have ns been drafted	champion site
0	1419	141900003	have been trained in an institute located in	states
0	3021	302100006	Politicians born in are now in parties	finish
0	183	18300007	hometown of is the palace of birthplace of	religion
1	2939	293900001	the with mouth palce source place as	mouth place
0	3749	374900003	is the founder of ( TV channel)	picture format
0	539	53900002	holy things canonized	artist
0	3835	383500005	Was one of the first to ascend a mountain on Mt	death place
0	3561	356100003	is the mascot of the alma mater of	language
0	243	24300006	Was Duanne known to play the	title
1	3909	390900001	subsequent work of has the composer of	subsequent work
1	1535	153500001	s' music is composed by people associated with the band	music composer
0	536	53600007	In do the rivers start end at the	inflow
1	1056	105600001	is an inside	city served
0	3014	301400005	leader is was founded by	profession
0	198	19800006	sports are played in the alma mater of	known for
0	3425	342500005	incumbent of presidential campaign wass the president of	birth date
1	3593	359300001	was member of boards at and	board
0	1446	144600005	the cover artist of the adventure of sawyer	country
0	851	85100007	In country is the located	demolished date
0	28	2800003	are the type of	imagesize
0	1412	141200004	organization is the parent of	leader function
0	588	58800004	a hosted by judged by	years
1	3244	324400002	is the tombstone of the successor of	resting place
0	3366	336600007	did the employees of study	award
1	2406	240600001	is the affiliations is	affiliations
1	2847	284700001	Whihc uni did attend	education
0	743	74300004	wrote	genre
1	1930	193000001	are the s Composer is	composer
0	1870	187000006	country provides a citizenship too and	death place
0	1668	166800003	a works in has wife named	location
0	3882	388200003	were the first drivers in the grprix took place at	record year
0	1905	190500002	Is a kind of	type name
0	729	72900003	do the live	occupation
1	3535	353500001	products do make	product
0	348	34800005	founded the city is located	country
0	2979	297900005	Is the academic discipline of	series
0	3346	334600003	Is in the phylum	image width
0	3540	354000004	is the headquarters of the is the system of	color
0	3523	352300006	List the current members of	writer
0	1970	197000007	River flows into the eugene mahoney state park pass through states	region
0	3338	333800006	do both live	ethnicity
1	3917	391700001	TV show's producer is company is	company
0	2691	269100006	is the occupation of the bmembers of	background
0	1618	161800003	In countries does the lie on shore is the city of	longd
1	880	88000001	In region was political figure elected	region
0	999	99900005	the predecessor is successor is	birth date
0	3448	344800005	Radios on topics can be tuned in to in DC	north
0	1292	129200007	some related to the ones created by	name
0	1063	106300003	are some cities have a	type
0	939	93900003	the sports played by	city
0	552	55200005	is the debut team of the studied in	mascot
0	744	74400005	is the region of the successor of Mr	death place
0	3068	306800005	did the study doctoral thesis was supervised by	death date
0	1639	163900005	is the source country of reg	free
0	1065	106500003	author inspired wrote	caption
0	2233	223300004	non fictional subject of is the athletics of	administrative staff
1	2431	243100001	has composed s produced by	producer
0	904	90400003	was the recorded	length
1	144	14400001	the tenant of has has player named	team
0	1677	167700005	have been the head coach for	season
0	2177	217700005	List the relatives of the governor of	office
0	2917	291700005	Is one of the divisions of	location
0	2169	216900007	are the s telecasted on the network has headquarters at	postal code type
0	815	81500004	is the alma mater of the author of	number of pages
0	1882	188200004	things people know are known for	genre
0	173	17300005	are the border of	state
0	924	92400007	religions followed by members	founder
0	3052	305200007	is the debut team of located	name
0	1623	162300007	key person of is the appointer of	birth year
1	1355	135500001	municipality is neighbored by Chne-Bougeries	neighboring municipalities
0	3515	351500006	is the place of the is the official residence of the	setting
0	2251	225100007	teams participate in the football headed by	birth place
1	3358	335800001	are the producers of the s has music by	producer
0	1165	116500003	academic discipline of the is the record label of the	type
0	670	67000007	is the mascot of alma mater of	birth place
1	25	2500002	tenats have been there of the constructions of	tenant
0	3282	328200005	offers the services of and	num users
0	1406	140600006	List down the common sports played by lytechnic	number of students
0	2636	263600004	is the hub of	airline
0	3849	384900007	companies have built bridges	h2 surface
0	47	4700003	started at the pole position in both the	distance
0	248	24800002	are the s network is	company
0	560	56000006	List the sports associated with	centre
0	3949	394900005	was in the missions of and	programme
0	194	19400005	List places that are associated to cities in the state of	location
0	3549	354900004	founded the was won by	wsop main event best finish rank
0	3954	395400006	producer of Wizards the aliens is the notable work of	quote
0	2467	246700006	have order (taxonomy) as division as are there	domain
0	3694	369400006	are the tenants of the the is located	promotion
0	516	51600004	is the company is written by	nationality
0	1234	123400004	military personnel belong to the branch of	military unit
0	194	19400007	List places that are associated to cities in the state of	width
1	2700	270000001	is the VP buried was served by	vice president
0	2317	231700007	did a guest appearance on series	birth place
0	1057	105700003	sports are played by owns	seating capacity
0	2024	202400005	the language of	musical band
1	1946	194600001	s have been cinematographed by	cinematography
0	1610	161000006	List the companies operating in	birth place
0	3350	335000004	is the operating system of the the developer of the	logosize
0	1433	143300004	are buried	death date
0	1562	156200007	's source mountain is it's mouth is	elevation m
0	289	28900006	other field are there of the scientists one of the field is	classes offered
1	2814	281400001	is the associate of	associate
0	2278	227800002	is the religious affiliation of	language
0	3488	348800007	TV setting is in is the subsequent work of Fraiser	executive producer
0	2328	232800006	are the s neighboring municipalities is	subject name
0	2881	288100004	is the deathplace of have worked in	philosophical school
0	3888	388800005	comic were created by	producer
0	2157	215700004	In tv did act	birth year
0	1253	125300006	is the owner of the original developer of	building start date
0	3649	364900004	In city can I find both the office of the DJ	programming language
0	3043	304300007	From works is the musical derived lyrics are written by	writer
0	256	25600003	the constituency of	term end
1	3233	323300001	produce movies	producer
0	1911	191100004	wrote the coming right before Dead Man's Chest's OST	recorded
0	2782	278200006	are the central characters in	writer
0	2258	225800005	awards have been given to s that graduated from athens	staff
0	1707	170700004	are the source of the s one of the source is	timezone dst
0	3927	392700005	assembly of the is the route end of the	transmission
0	3994	399400004	the formed by had network as	writers
0	1868	186800006	List the s network's owning company is	key people
1	1079	107900002	Among the having as mascot have as superintendent	mascot
0	174	17400005	all is owned by a company one of division is	defunct
0	1605	160500006	is the common ideology followed by and	native name
1	1521	152100001	List the former team of the s born in	birth place
1	2504	250400001	was composed by m	composer
0	2366	236600003	the tiemzone of	population total
0	3104	310400004	the presenter of	first aired
0	2070	207000004	religion do the s follow graduated from the	country
0	1355	135500003	municipality is neighbored by Chne-Bougeries	municipality code
1	3562	356200001	Did play for the	pastteams
0	3345	334500002	famous was academically advised by	short description
0	3545	354500006	naval support activity naples are under branch of Us	name
0	3957	395700004	are the regions in the distributor of serves	genre
0	1674	167400004	Is a	nickname
1	3975	397500001	are all the people used to figure skate with the current partner of	former partner
0	3973	397300007	are some relatives of	commander
1	1807	180700002	has GARAGE recorded its s	recorded in
1	2871	287100001	List all the parents of coming from the	parent
1	2577	257700002	the has given voice is distributed by	distributor
1	2940	294000002	was the narrator of the show 's music is composed by	composer
0	914	91400004	Was garrisoned at	parent
1	1532	153200002	the river flows through the closest city of	river
0	2137	213700006	are some are on the board of companies founded in	state
0	3753	375300006	is the career of	succeeded
0	3131	313100006	Is the prime minister of	primeminister
0	2264	226400003	Was of the monarch of of the roman empire	ship namesake
1	75	7500002	can be cooked out of things belonging to the order	ingredient
0	1824	182400003	trained the s are billed in	highestpoint
0	1323	132300004	s collaborated with artists signed up with	revenue
0	3569	356900007	is the resting place of the child of	author
0	1492	149200004	education center attended was the alma mater of	birth date
0	1913	191300004	has designed s over things	headquarters
0	559	55900007	country's people work in the	industry
1	960	96000001	is operated by city is the birthplace of	operated by
0	3720	372000003	List the area of radio stations sister station is	affiliations
0	3889	388900007	are the cities around the flows into the	footnotes
0	1365	136500005	based is a subsidiary of	area total
0	821	82100003	companies are of form	owner
1	536	53600001	In do the rivers start end at the	river mouth
0	2473	247300003	TV was produced by	birth date
0	3371	337100003	players are in	years
0	67	6700003	is the	founded
0	977	97700003	have represented	known for
0	3396	339600007	countries surround the into the flow	range
0	3095	309500006	s are currently playing for NYC FC	ground
0	3507	350700007	are made by a company headquartered in NYC	population demonym
0	3805	380500006	is the alma mater of	offstyle
1	1604	160400002	different mascots are there of the teams	athletics
1	2476	247600001	the common editor of and	editing
1	894	89400001	units are responsible for	military unit
0	3002	300200004	is the one of the key person is produces	alma mater
0	910	91000005	are the reason served by is the country of	founded
0	2233	223300003	non fictional subject of is the athletics of	students
1	776	77600001	are there children died in	death place
0	2989	298900003	is the headquarters of	slogan
0	3627	362700005	is the appointer of	reason
0	3226	322600003	Does Fa'a' International Airport serve too	ship homeport
0	172	17200007	are the notable works of the produced	show name
0	86	8600003	commander of the military conflicts commander is ()	short description
1	1867	186700002	sports are played in the alma mater of	alma mater
0	651	65100007	sports can be played in 's s	area code
0	900	90000003	me people unit is involved with	type
1	3410	341000001	In broadcast area does the sister station of air	broadcast network
0	136	13600004	s from countries flow into the	country
1	921	92100002	sports played by the universities whihc plays	athletics
1	3403	340300001	took place in had commander as	place
0	1369	136900002	List all binomial authority of the insects of the binomial authority is douard Mntries	field
1	595	59500002	sports are there at the affiliated to the	athletics
0	1114	111400007	the places people worked in died in	previous denomination
0	892	89200004	is the build jointly by and	assets
0	3303	330300005	Is the bmember of	producer
1	2610	261000001	were the opponents of the buried in the	opponent
1	890	89000001	In sects was the aristocrat venerated parent is Thelred the Unready	venerated in
0	350	35000002	are some fictional characters voice is in	last
1	3589	358900001	all the junctions of	junction
0	405	40500005	the common university of the and	mascot
1	2114	211400001	stadium is owned by the team manager is	stadium
1	1994	199400002	the theatre is belongs to Indian territory branch	battle
1	688	68800001	the F with relative as has child named	child
0	458	45800004	the TV opening theme is the subsequent work is	occupation
1	553	55300002	is the mascot of the s in the	mascot
1	3748	374800001	were originally composed by m	composer
0	2398	239800006	all the producers of all the movies music was done by	background
0	1784	178400007	is the Team Name of the is the nickname of the	imagesize
0	3957	395700005	are the regions in the distributor of serves	num seasons
0	1968	196800003	were born	fontsize
0	1178	117800003	is the official residence of	known for
0	2509	250900007	portrayed by has as family member	affiliation
0	1993	199300003	the affiliations's foundation is in	headquarter
0	3584	358400006	famous political figures are relatives to	after
0	2993	299300005	are the beverages origin is	cityofbirth
0	3334	333400004	relatives are there of veterans of	march
1	2582	258200002	city has the football team in debuted	debut team
1	1831	183100002	can i find s coach has been	coach
1	3350	335000001	is the operating system of the the developer of the	developer
0	3343	334300005	To educational institute does belong to	publisher
0	1658	165800006	Did write the lyrics of the times they are a changin'	title
0	2725	272500003	is the name of the has relations with and	former band member
0	1101	110100007	's successor's predecessor is	related
0	1444	144400006	the total religions followed by the ones living in	longd
0	810	81000007	List the awards won by the spouse of	occupation
0	1126	112600002	were founded in	nationality
0	2175	217500003	were the pole s in GP was a first	races
0	3595	359500006	were sold by	producer
0	760	76000004	country's largest city is	home
0	418	41800007	have written stuff broadcasted on the	studio
1	3144	314400001	ceremonial County of the is the local authority of the	ceremonial county
0	538	53800007	are the former partners of the s performance have been choreographed by in the past	place of birth
0	3399	339900003	is the home stadium of 's women national football team	captain
1	2352	235200001	In state is the team has	state
1	1041	104100001	On subjects does the author of the novel delve	non fiction subject
1	2397	239700001	Was beatified by	beatified by
1	1256	125600001	manufactures the	manufacturer
0	1626	162600002	is the currency of ()	year end
1	1784	178400001	is the Team Name of the is the nickname of the	nickname
0	3778	377800003	Through states do the rivers flow join in the from the left	mouth lat d
1	986	98600001	recognized title of is the product of	products
0	1190	119000004	all have developed s for OSes	family
0	1186	118600004	is guests on the show theme music is	format
1	3937	393700001	has opponent	opponent
0	1674	167400002	Is a	type
0	2925	292500004	In state is the alma matter of located	term start
0	3594	359400004	religions are followed by organizations are internationally known as the	colours
0	3178	317800003	was born	event
1	984	98400001	List the s cast member were born in	starring
0	3574	357400002	is the of the owns the	type
0	476	47600005	railway line goes through the s are a part of the	location
1	713	71300002	composer of has composed The time are A-Changing	composer
0	1968	196800006	were born	voice
0	3654	365400005	some series network's owning company is	parent
0	3750	375000004	have won an award by the society led by	birth place
0	486	48600005	is the coach of	managerclubs
1	2182	218200002	did the people canonized by die	death place
0	694	69400005	political party of was the leader of	area total
1	1646	164600001	Was at the rank of ever	rank
0	2040	204000002	From american football teams did play	statvalue
1	169	16900001	is the name of the director of photography was music composer was	music composer
0	337	33700004	List the home stadiums of the teams in the	continentalcup1 qualifiers
1	3985	398500001	are some languages in the italic family of languages	language family
0	328	32800003	country is from has the	type
1	502	50200001	religions are practiced by diplomats	religion
0	2646	264600007	products are made by based	clubs
0	252	25200006	city is the residence of	relations
0	1390	139000005	sports can be played at in	type
0	370	37000007	is the university attended by the 's known for	name
0	1522	152200005	Through cities does the river flowg to go	death place
0	3944	394400003	was a common first team at the one	name of race
0	1715	171500004	List all crafts of the people one of the is	date event
0	3481	348100006	is the common prospect team of and	prospect league
0	3539	353900002	List education institute of the s alma mater is	jul rain days
0	1418	141800006	awards have been given to fought in the	s
0	744	74400003	is the region of the successor of Mr	type
1	2095	209500001	has relatives	relatives
1	1631	163100001	return some players have played in the	league
0	2679	267900004	made both famous	date of birth
0	2811	281100004	Is one of the languages spoken in	government type
1	2351	235100001	was the engineer born manufactured EP REP	manufacturer
0	3673	367300005	s trained at the	city
1	3832	383200002	leader of is a relative of	key person
0	3681	368100005	is the Artist of the s film genre is	record label
0	223	22300004	TV shows have been created by	image size
0	3362	336200003	other services of the companies provides the as service	occupation
0	2299	229900003	builder of isplace of birth of the	type
1	1018	101800002	cities of the has Nickname	cities
1	3170	317000001	Is the related to	related mean of transportation
0	3428	342800003	ingredient of the foods have one of the ingredient is	industry
0	157	15700006	battles have involved commanders of	dates
0	1214	121400003	all s teams are headcoached by	caption
0	3526	352600007	is famous for the debuting of	birth name
1	380	38000001	For other s have the former players of played	played for
1	704	70400001	the office of	office
1	1	100001	Was the prime minister of	prime minister
0	2176	217600004	is the headquarters of the public transit system owns a	start
0	2111	211100006	the organization developed nd the	license
0	1840	184000007	did and	profession
0	1319	131900002	school did attend	short description
0	2048	204800007	With artist did the musical artist of collaborated	name
1	2566	256600001	are the athletics is regulated by	athletics
0	2178	217800002	party won both the general electoin the andhra pradesh election in 	next election
0	2967	296700005	team did play for	teams
0	471	47100006	is the division of the make	genre
0	2840	284000004	the with opening theme as is composed by	title
0	349	34900007	is the owner of the works	name
0	3328	332800003	operates	caption
0	641	64100006	In all the es the first team was all were the pole drivers	pole driver team
1	2894	289400002	a relative is species is	relative
1	1582	158200002	List the music played in television episode came after	music
0	2717	271700006	Guests of the television episodes one of the Guests is	birth place
1	754	75400001	all are known to play the	notable instruments
1	3690	369000001	is a former team player of current team is	currentteam
0	499	49900005	all commanders had an important role in both the and	conflict
1	1364	136400001	is the city of the is the resting place of	authority
0	3023	302300004	born s have stopped playing for teams	deathplace
1	478	47800001	are some s originating in	hometown
0	3506	350600004	Is the largest city of	lat d
0	3357	335700005	s start in a country leader is	name
1	252	25200001	city is the residence of	residence
1	300	30000001	List the people were born in graduated from	education
0	3175	317500004	broadcast area of is the palce of birth of	owner
0	1370	137000004	In state is	mouth location
0	239	23900007	are in used in places people speak	recognised languages
0	2323	232300003	the driver was at pole in also	fast country
1	3800	380000001	is the husbof	partner
1	3254	325400001	Through important cities the does the originating from the flow	city
0	2983	298300004	are the relatives of the one of relatives is	ru ntupdate
0	632	63200006	Is the first driver of the grprix	second team
0	1445	144500007	club of is the parent organization of	birth year
0	3677	367700005	To different does the members of the belong	genre
0	3887	388700004	's series was produced by	occupation
0	919	91900004	Was a manager of	owner
0	1945	194500006	is the state of origin of	show medals
1	736	73600001	List all the former broadcast network of	former broadcast network
0	1515	151500005	In wars army awarded with the fought	higher
0	3040	304000003	did the genres originate can found in	current members
0	2067	206700005	has composed music for things	years active
0	3845	384500003	company created and	influenced by
0	165	16500006	is the source is Cowombat Flat has it's mouth located in	inflow
1	2737	273700001	all tv are based in and	location
0	1977	197700005	are the s of the people died in	website
1	1252	125200001	team were the drafted to are in the	league
0	1412	141200003	organization is the parent of	leader title
0	1616	161600002	is the debut team of ngel	position
0	1175	117500005	developer of was the predecssor of compnay	industry
0	3171	317100004	designed the s have been rented by	known for
1	1479	147900001	writer is famous for works written by	writers
0	2497	249700005	Did study at the	en name
0	203	20300004	genres of games can I find on the	manufacturer
0	1066	106600003	List the races of	death date
0	495	49500002	are the associate musical artists of	caption
0	2847	284700005	Whihc uni did attend	occupation
0	2945	294500006	the console successor is predecessor is	releasedate
0	2615	261500006	other important things has the painter of done	format
0	2794	279400003	are the shareholder of the soccer club for m plays	birth date
0	81	8100006	has stadium as	former name
0	2010	201000006	sport played at uni employes	campus
0	2635	263500006	do do for a living	birth name
0	1748	174800005	is the national origin of	prime units%3 f
0	2236	223600006	director of released	genre
0	2337	233700004	is the spouse of of buried	death date
0	2634	263400003	religion's commanders have served in the	branch
0	355	35500003	List the stadium of the teams uses as one of the stadium	centre name
1	2771	277100001	the mother name is has a son named	parent
0	1105	110500002	Was andy worhol the director of the	producer
0	3231	323100004	For everyone died in their different fields of work	headquarter
0	2098	209800005	is the region served by the governor of	successor
0	3898	389800003	Is lie in the achipelago of the	mar precipitation mm
0	2915	291500003	are some awards given to were born in	recorded
0	431	43100007	is the subsequent work is developed by	writers
0	2546	254600002	are the musical performances label is	record label
1	2194	219400001	are the awards won by the film director of	awards
0	1276	127600004	hold stocks in the is located at	architect
0	2529	252900004	produces the s operated by the	owner
1	3071	307100001	river flows through through	river
1	264	26400001	are some are founded in Jurisdiction	foundation place
0	3164	316400005	operates the	close
0	931	93100006	does work	spouse
0	3203	320300006	To branch belong	after
1	649	64900002	are the resting places of the associates of a politician	resting place
1	2661	266100001	In company is at an important position	key person
0	930	93000007	the total number of mammals phylum is order (taxonomy) is	superordo
0	714	71400007	major shrine are there of the saints beatified by	canonized by
0	3956	395600006	was recorded	musical band
0	3567	356700006	labels sign up artists	salign
0	3210	321000006	owners are there of lines starting at the	parking information
0	891	89100004	the voice is given by it's distributor is	occupation
0	2629	262900004	's work can be divided into series	id
0	323	32300006	genre of s are published by	country
0	1028	102800002	is located	manager club
0	831	83100004	is the sculptor is composed by	birth date
0	634	63400003	all have been a president of institutes in	subdivision type
0	3813	381300005	Is written in language	released
0	720	72000005	List the schools of the with as one of the school	province
0	2259	225900003	the club of	third
0	827	82700006	s originate from	name
0	3315	331500002	Is the assembled in	city
0	3140	314000003	In areas can I find wine made of s	binomial
0	2633	263300007	narrated the s in performed	associated band
0	1934	193400006	belong to the network one of sister station is	country
0	1316	131600003	home town of is the place of Death of	education
0	2716	271600006	city's neighboring municipalities are Pregny-Chambsy	languages
0	551	55100003	Was the honored for the battle of	nation
0	3307	330700004	the final resting place is was part of conflict	government type
1	3140	314000001	In areas can I find wine made of s	wine region
0	2867	286700004	awards have been given to	rank
1	2630	263000001	List the s of the range located in	mountain range
1	3289	328900001	the work institutions of	work institutions
1	135	13500002	the composer is company as	composer
0	1604	160400006	different mascots are there of the teams	association
1	2324	232400001	In city of was the founded	founded
0	3032	303200007	were the commanders during the s took place in	county
0	3263	326300003	company owns the s hub is in	area urban sq mi
0	1031	103100006	is broadcasted in area has the	genre
0	3990	399000005	are the tenants of the is a venue of	time
0	533	53300005	are the major hubs of operates the	operated by
0	917	91700002	is the municipality of	long ew
0	1007	100700005	To political party does the writer of belong	written
0	2913	291300007	List the religions of the commanders of	notable commander
0	3407	340700006	List down all the bands to the writers of are associated	cover
0	2780	278000003	tv were born out of a collaboration of and	extinction year
0	1577	157700007	To political party do the children of belong	birth place
0	3044	304400003	In fields are pupils of working	workplaces
0	521	52100002	Under m did do PhD	short description
0	1545	154500004	is the source country of Water managemnt in is the lof	surface water produced
0	2878	287800004	s have members currently playing the	manufacturer
1	3158	315800001	the street address of	address
0	2740	274000005	team did players start ir careers with right now play for	rd2 team
0	2185	218500005	is the birthplace of the place Fiq is located	fullname
1	2910	291000002	things canonized venerated the	canonized by
0	2455	245500005	former team of the is the debut team of the	stat1value
1	1822	182200002	the s directed by edited by	director
0	406	40600002	the species of	order
0	3411	341100003	In companies boards do the writers of Wikitionary belong	caption
1	3149	314900001	Was an interest of	main interest
0	1314	131400006	are the s college is	stadium
0	3013	301300002	is the tombstone of	party
1	781	78100002	are the other members of the one of current member is	band member
1	1387	138700001	is the channel's parent organisation is	parent organisation
1	1777	177700002	cover artist of the the source of inspiration of The Appple Tree	cover artist
0	1058	105800007	is the Location of the is the state of	nationality
1	3021	302100001	Politicians born in are now in parties	party
0	1534	153400007	are the relatives of the successor is	predecessor
0	1263	126300004	builds and	developer
0	3841	384100003	Is a character of	associated musical artist
0	3338	333800002	do both live	caption
1	1602	160200001	is the city nearest to the architect is	architect
0	1031	103100005	is broadcasted in area has the	tvstation
0	2820	282000005	does the starting from end	area total sq mi
0	1950	195000006	are aired on sister channels of s	name
0	9	900004	is the hometown of was born too	genre
0	3685	368500003	In countries can i find some	by
1	3160	316000002	race is the is the race of the	race
0	1655	165500002	Does fly to the	callsign
0	3365	336500006	hub of is the resting place of	ceased
0	2680	268000003	Is written in	developer
1	33	3300001	are the schools city is	city
0	953	95300006	the produced by its OS is provided by	ui
0	3545	354500005	naval support activity naples are under branch of Us	location
1	3891	389100001	football managers managed	manager club
0	1667	166700003	is the mascot of the and	championships
1	2879	287900001	has leaders and	leader
0	3654	365400003	some series network's owning company is	producer
1	2844	284400001	owners owned the clubs participating in the Premier leagues of '	owner
1	605	60500002	first drivers have participated was a first team	first team
0	3726	372600007	are from a company subsidiary is	location
0	697	69700002	Does play the	current members
0	3747	374700002	Is the flagbearer of	r5c
0	2650	265000005	In nations can I find people related to the movement	known for
0	2657	265700005	team won the	pixels
0	2842	284200002	Did has the + OS	manufacturer
0	1899	189900003	did the conflict take place in fought	placeofburial
0	2904	290400005	parent organization of is the label of	foundation
0	1011	101100006	the constituency of	after
0	2816	281600005	is the from last appearance was in 	gross
1	440	44000001	Does the fall under the	counties
1	613	61300001	are the s directed by	director
0	1386	138600006	political party got elected in	leader
0	3381	338100006	's movie has a screenplay by	nationality
0	3317	331700003	the into flows has as one of the city on the shore	aug precipitation mm
0	2714	271400005	country has outflow of inflows of the	lat dir
0	1430	143000006	cities are around the in the the meets	location
0	3959	395900005	is the common past team of the (American football player) and	draft pick
0	1307	130700005	is the common parent of and	owner
0	26	2600003	Was a part of	short description
1	3646	364600002	did the take place de I'Isle was a commander	territory
0	3763	376300004	is the allegiance of	rank
1	1737	173700002	is the nationality of the is one of the important people in the	key person
0	2023	202300002	List the home town of the have as one of it	occupation
0	3939	393900007	idelogy of the is the faith of	country
0	3364	336400006	highway is a part of country	direction b
0	842	84200004	penned in	music composer
0	901	90100005	were the war the QF was used	design date
0	3261	326100005	is the Home Stadium of the was born	lastodiyear
0	2406	240600005	is the affiliations is	owning company
0	1989	198900004	contries surround the seas on the banks of is the city of	year rain mm
0	1121	112100005	Was the Model K designed by	transmission
0	1725	172500007	some similar to the one theme song is made by	composer
0	3666	366600006	company developed and	registration
0	2107	210700004	acted in the written by	writtenby
1	2384	238400002	are the academic interests of the advisor of	academic advisor
0	3976	397600003	was the designer of and	fueltype
0	2847	284700004	Whihc uni did attend	known for
0	365	36500003	do the people famous for the reside	currentclub
0	2519	251900003	s music composer is	music
1	587	58700001	party does B currently belong to	party
0	3974	397400002	In city did take place	starring
0	2378	237800002	For teams did play for	birth date
0	1847	184700006	type of building is	name
0	1659	165900006	To country do gabriel paris gordillo owe their allegiance	serviceyears
1	2293	229300001	currencies are used in the countries have been governed by	currency
0	1497	149700007	is the producer of has the song	label
0	1789	178900006	is other non-fiction subject of the books one of the subject is	label
0	1419	141900006	have been trained in an institute located in	admittancedate
0	2758	275800004	the mascot of the in served	death date
0	1038	103800003	the affiliations of	founded
0	3990	399000007	are the tenants of the is a venue of	name
0	1110	111000004	Does the belong in the kingdom	billed
0	64	6400003	is associated to and	short description
0	1349	134900005	are some s in the	dec precipitation days
0	1049	104900007	is the constituency of the leader of	membership
0	2985	298500005	opening themes was used to make	format
0	2146	214600006	is the mouth is in deadsea	sep humidity
1	3895	389500002	did the narrators of the die	death place
0	1932	193200006	follow religions led by	relative
0	3769	376900003	the with product named provides as a service	caption
0	3298	329800007	are the s network's successor is	former name
0	3485	348500004	is the predecessor of	location country
0	199	19900005	To series does the character of belong	people
0	2731	273100006	List the relatives of	associated band
1	3713	371300001	people play for the	team
0	3852	385200003	all have created new kinds of s	caption
0	2636	263600002	is the hub of	callsign
0	269	26900007	the s distributed by has music composer as	foundation
0	2083	208300004	the veneration of the is the predecessor of	leader
0	1471	147100002	Was canonized by	influenced
0	3802	380200005	an has as one of the shore city	today
0	2240	224000002	people are buried in the	bishop
1	3104	310400001	the presenter of	presenter
0	3520	352000006	cinematographed things	name
0	712	71200006	political party of had affiliation with	dec precipitation mm
1	2518	251800001	the with source as mouth is located in Country	river mouth
0	3388	338800006	is the builder of the of	team
1	2291	229100001	is telecasted on the network holds important position	network
0	3946	394600003	things are produced by companies located in	garrison
0	2979	297900004	Is the academic discipline of	lccn
1	2866	286600002	used to with the pupils of	coach
0	128	12800006	are the kind of can play on windows	logo size
0	248	24800005	are the s network is	launch date
0	3279	327900003	battle is associated with to is associated	branch
0	1934	193400005	belong to the network one of sister station is	logosize
0	826	82600006	are known to work for	writer
1	1050	105000001	The players born in have played for team	birth place
0	2536	253600006	developed based on the series	director
0	3121	312100005	The official residence of	leader name
1	591	59100001	are the mascots in	mascot
1	63	6300001	gave the voice for	voice
1	3794	379400002	team did play for	former team
0	3122	312200007	is the debut team of people born in	club
0	3283	328300007	did other s associated with make	alias
0	628	62800005	launch site of the rockets have been launched form	open to public
0	3932	393200004	During the reigns of monarchs was the name to the Israelite kingdom as	event start
1	3677	367700002	To different does the members of the belong	kingdom
1	3939	393900002	idelogy of the is the faith of	ideology
0	216	21600002	List the awards won by the have been recognized by	type
0	2079	207900005	In countries were volleyball team players born	regional name
0	2907	290700005	is the ethnicity of the working for the house of representatives	political groups
1	3871	387100002	was on mission	mission
1	1033	103300002	state was born in has the famous	birth place
0	3194	319400002	are the airline hubs of	name english
1	3724	372400001	In university did study went too	alma mater
0	1273	127300005	division of national team is the region of	founded
